Station Number,Station Name,Start Time,End Time,Precipitation
131752,MAGGAL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
131800,MABAROT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
131800,MABAROT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
131800,MABAROT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
131800,MABAROT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
131800,MABAROT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
131800,MABAROT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
132252,MIDRESHETRUPPIN AGR,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
132252,MIDRESHETRUPPIN AGR,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
132252,MIDRESHETRUPPIN AGR,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
132252,MIDRESHETRUPPIN AGR,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
132252,MIDRESHETRUPPIN AGR,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
132252,MIDRESHETRUPPIN AGR,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
132302,NETANYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
132302,NETANYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
132302,NETANYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
132302,NETANYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
132302,NETANYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
132302,NETANYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
132475,BETYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
132475,BETYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
132475,BETYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
132475,BETYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
132475,BETYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
132475,BETYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
132551,YADHANNA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
132551,YADHANNA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
132551,YADHANNA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
132551,YADHANNA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
132551,YADHANNA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
132551,YADHANNA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
132905,QADIMA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
132905,QADIMA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
132905,QADIMA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
132905,QADIMA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
132905,QADIMA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
132905,QADIMA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133200,BENEDEROR,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133200,BENEDEROR,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133200,BENEDEROR,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133200,BENEDEROR,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133200,BENEDEROR,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133200,BENEDEROR,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133302,YAQUM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133302,YAQUM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133302,YAQUM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133302,YAQUM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133302,YAQUM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133302,YAQUM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133399,TELYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133399,TELYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133399,TELYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133399,TELYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133399,TELYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133399,TELYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133451,TELMOND ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133451,TELMOND ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133451,TELMOND ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133451,TELMOND ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133451,TELMOND ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133451,TELMOND ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133500,KEFAR HESS,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133500,KEFAR HESS,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133500,KEFAR HESS,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133500,KEFAR HESS,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133500,KEFAR HESS,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133500,KEFAR HESS,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133551,HERUT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133551,HERUT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133551,HERUT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133551,HERUT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133551,HERUT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133551,HERUT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133649,GAASH,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133649,GAASH,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133649,GAASH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133649,GAASH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133649,GAASH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133649,GAASH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133742,SHEFAYIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133742,SHEFAYIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133742,SHEFAYIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133742,SHEFAYIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133742,SHEFAYIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133742,SHEFAYIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133781,RAMATHAKOVESH,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133781,RAMATHAKOVESH,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133781,RAMATHAKOVESH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133781,RAMATHAKOVESH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133781,RAMATHAKOVESH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133781,RAMATHAKOVESH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133850,EYAL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133850,EYAL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133850,EYAL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133850,EYAL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133850,EYAL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133850,EYAL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133871,SEDEWARBURG,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133871,SEDEWARBURG,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133871,SEDEWARBURG,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133871,SEDEWARBURG,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133871,SEDEWARBURG,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133871,SEDEWARBURG,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
133970,ZOFITBETBERL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
133970,ZOFITBETBERL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
133970,ZOFITBETBERL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
133970,ZOFITBETBERL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
133970,ZOFITBETBERL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
133970,ZOFITBETBERL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134001,NIRELIYYAHU,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134001,NIRELIYYAHU,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134001,NIRELIYYAHU,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134001,NIRELIYYAHU,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134001,NIRELIYYAHU,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134001,NIRELIYYAHU,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134100,KEFARSHEMARYAHU,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134100,KEFARSHEMARYAHU,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134100,KEFARSHEMARYAHU,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134100,KEFARSHEMARYAHU,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134100,KEFARSHEMARYAHU,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134100,KEFARSHEMARYAHU,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134265,RAANANA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134265,RAANANA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134265,RAANANA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134265,RAANANA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134265,RAANANA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134265,RAANANA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134731,ADANIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134731,ADANIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134731,ADANIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134731,ADANIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134731,ADANIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134731,ADANIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134804,HORESHIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134804,HORESHIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134804,HORESHIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134804,HORESHIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134804,HORESHIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134804,HORESHIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134830,SHAARETIQWA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134830,SHAARETIQWA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134830,SHAARETIQWA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134830,SHAARETIQWA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134830,SHAARETIQWA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134830,SHAARETIQWA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134840,HAKFARHAYAROK ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134840,HAKFARHAYAROK ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134840,HAKFARHAYAROK ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134840,HAKFARHAYAROK ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134840,HAKFARHAYAROK ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134840,HAKFARHAYAROK ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
134850,QIRYATSHAUL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
134850,QIRYATSHAUL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
134850,QIRYATSHAUL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
134850,QIRYATSHAUL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
134850,QIRYATSHAUL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
134850,QIRYATSHAUL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
135010,YARQONGANLEUMI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
135010,YARQONGANLEUMI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
135010,YARQONGANLEUMI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
135010,YARQONGANLEUMI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
135010,YARQONGANLEUMI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
135010,YARQONGANLEUMI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
135160,ROSHHA AYIN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
135160,ROSHHA AYIN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
135160,ROSHHA AYIN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
135160,ROSHHA AYIN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
135160,ROSHHA AYIN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
135160,ROSHHA AYIN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
135496,ENAT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
135496,ENAT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
135496,ENAT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
135496,ENAT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
135496,ENAT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
135496,ENAT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
135949,NEHALIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
135949,NEHALIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
135949,NEHALIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
135949,NEHALIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
135949,NEHALIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
135949,NEHALIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
136051,NAHSHONIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
136051,NAHSHONIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
136051,NAHSHONIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
136051,NAHSHONIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
136051,NAHSHONIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
136051,NAHSHONIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
136072,MAAS,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
136072,MAAS,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
136072,MAAS,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
136072,MAAS,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
136072,MAAS,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
136072,MAAS,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
136320,TELAVIVCOAST,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
136320,TELAVIVCOAST,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
136320,TELAVIVCOAST,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
136320,TELAVIVCOAST,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
136320,TELAVIVCOAST,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
136320,TELAVIVCOAST,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
136500,HAWATSHALEM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
136500,HAWATSHALEM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
136500,HAWATSHALEM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
136500,HAWATSHALEM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
136500,HAWATSHALEM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
136500,HAWATSHALEM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
136580,BEEROTYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
136580,BEEROTYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
136580,BEEROTYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
136580,BEEROTYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
136580,BEEROTYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
136580,BEEROTYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
136650,MIQWEYISRAEL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
136650,MIQWEYISRAEL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
136650,MIQWEYISRAEL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
136650,MIQWEYISRAEL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
136650,MIQWEYISRAEL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
136650,MIQWEYISRAEL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
136739,BETDAGAN ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
136739,BETDAGAN ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
136739,BETDAGAN ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
136739,BETDAGAN ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
136739,BETDAGAN ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
136739,BETDAGAN ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137015,RISHONLEZION,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137015,RISHONLEZION,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137015,RISHONLEZION,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137015,RISHONLEZION,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137015,RISHONLEZION,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137015,RISHONLEZION,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137041,SHAFDAN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137041,SHAFDAN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137041,SHAFDAN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137041,SHAFDAN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137041,SHAFDAN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137041,SHAFDAN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137150,ZERIFIN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137150,ZERIFIN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137150,ZERIFIN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137150,ZERIFIN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137150,ZERIFIN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137150,ZERIFIN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137260,NIRZEVI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137260,NIRZEVI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137260,NIRZEVI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137260,NIRZEVI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137260,NIRZEVI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137260,NIRZEVI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137299,NETAIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137299,NETAIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137299,NETAIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137299,NETAIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137299,NETAIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137299,NETAIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137350,PALMAHIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137350,PALMAHIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137350,PALMAHIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137350,PALMAHIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137350,PALMAHIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137350,PALMAHIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137430,RAMLA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137430,RAMLA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137430,RAMLA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137430,RAMLA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137430,RAMLA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137430,RAMLA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137502,NESZIYYONA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137502,NESZIYYONA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137502,NESZIYYONA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137502,NESZIYYONA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137502,NESZIYYONA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137502,NESZIYYONA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137549,NEZERSERENI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137549,NEZERSERENI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137549,NEZERSERENI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137549,NEZERSERENI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137549,NEZERSERENI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137549,NEZERSERENI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
137900,YAVNE ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
137900,YAVNE ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
137900,YAVNE ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
137900,YAVNE ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
137900,YAVNE ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
137900,YAVNE ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
138250,GANSHELOMO,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
138250,GANSHELOMO,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
138250,GANSHELOMO,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
138250,GANSHELOMO,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
138250,GANSHELOMO,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
138250,GANSHELOMO,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
138272,HAVAZZELET,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
138272,HAVAZZELET,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
138272,HAVAZZELET,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
138272,HAVAZZELET,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
138272,HAVAZZELET,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
138272,HAVAZZELET,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
138280,KEFARBILU,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
138280,KEFARBILU,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
138280,KEFARBILU,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
138280,KEFARBILU,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
138280,KEFARBILU,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
138280,KEFARBILU,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
138401,GIVATBRENNER,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
138401,GIVATBRENNER,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
138401,GIVATBRENNER,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
138401,GIVATBRENNER,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
138401,GIVATBRENNER,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
138401,GIVATBRENNER,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
138510,BETGAMLIEL ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
138510,BETGAMLIEL ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
138510,BETGAMLIEL ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
138510,BETGAMLIEL ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
138510,BETGAMLIEL ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
138510,BETGAMLIEL ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
138946,HAFEZHAYYIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
138946,HAFEZHAYYIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
138946,HAFEZHAYYIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
138946,HAFEZHAYYIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
138946,HAFEZHAYYIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
138946,HAFEZHAYYIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
139000,BETHILQIYYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
139000,BETHILQIYYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
139000,BETHILQIYYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
139000,BETHILQIYYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
139000,BETHILQIYYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
139000,BETHILQIYYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140025,ASHDODPORT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
