Station Number,Station Name,Start Time,End Time,Precipitation,Accumulated
131598,ENHAHORESH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
131598,ENHAHORESH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
131598,ENHAHORESH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
131598,ENHAHORESH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
131640,NEURIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
131640,NEURIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
131640,NEURIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
131640,NEURIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
131640,NEURIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
131640,NEURIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
131752,MAGGAL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
131752,MAGGAL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
131752,MAGGAL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
131752,MAGGAL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
131752,MAGGAL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
131752,MAGGAL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
131800,MABAROT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
131800,MABAROT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
131800,MABAROT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
131800,MABAROT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
131800,MABAROT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
131800,MABAROT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
132252,MIDRESHETRUPPIN AGR,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
132252,MIDRESHETRUPPIN AGR,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
132252,MIDRESHETRUPPIN AGR,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
132252,MIDRESHETRUPPIN AGR,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
132252,MIDRESHETRUPPIN AGR,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
132252,MIDRESHETRUPPIN AGR,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
132302,NETANYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
132302,NETANYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
132302,NETANYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
132302,NETANYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
132302,NETANYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
132302,NETANYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
132475,BETYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
132475,BETYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
132475,BETYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
132475,BETYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
132475,BETYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
132475,BETYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
132551,YADHANNA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
132551,YADHANNA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
132551,YADHANNA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
132551,YADHANNA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
132551,YADHANNA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
132551,YADHANNA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
132905,QADIMA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
132905,QADIMA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
132905,QADIMA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
132905,QADIMA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
132905,QADIMA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
132905,QADIMA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133200,BENEDEROR,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133200,BENEDEROR,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133200,BENEDEROR,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133200,BENEDEROR,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133200,BENEDEROR,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133200,BENEDEROR,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133302,YAQUM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133302,YAQUM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133302,YAQUM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133302,YAQUM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133302,YAQUM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133302,YAQUM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133399,TELYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133399,TELYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133399,TELYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133399,TELYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133399,TELYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133399,TELYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133451,TELMOND ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133451,TELMOND ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133451,TELMOND ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133451,TELMOND ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133451,TELMOND ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133451,TELMOND ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133500,KEFAR HESS,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133500,KEFAR HESS,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133500,KEFAR HESS,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133500,KEFAR HESS,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133500,KEFAR HESS,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133500,KEFAR HESS,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133551,HERUT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133551,HERUT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133551,HERUT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133551,HERUT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133551,HERUT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133551,HERUT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133649,GAASH,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133649,GAASH,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133649,GAASH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133649,GAASH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133649,GAASH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133649,GAASH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133742,SHEFAYIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133742,SHEFAYIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133742,SHEFAYIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133742,SHEFAYIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133742,SHEFAYIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133742,SHEFAYIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133781,RAMATHAKOVESH,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133781,RAMATHAKOVESH,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133781,RAMATHAKOVESH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133781,RAMATHAKOVESH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133781,RAMATHAKOVESH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133781,RAMATHAKOVESH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133850,EYAL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133850,EYAL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133850,EYAL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133850,EYAL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133850,EYAL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133850,EYAL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133871,SEDEWARBURG,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133871,SEDEWARBURG,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133871,SEDEWARBURG,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133871,SEDEWARBURG,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133871,SEDEWARBURG,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133871,SEDEWARBURG,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
133970,ZOFITBETBERL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
133970,ZOFITBETBERL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
133970,ZOFITBETBERL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
133970,ZOFITBETBERL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
133970,ZOFITBETBERL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
133970,ZOFITBETBERL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134001,NIRELIYYAHU,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134001,NIRELIYYAHU,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134001,NIRELIYYAHU,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134001,NIRELIYYAHU,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134001,NIRELIYYAHU,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134001,NIRELIYYAHU,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134100,KEFARSHEMARYAHU,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134100,KEFARSHEMARYAHU,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134100,KEFARSHEMARYAHU,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134100,KEFARSHEMARYAHU,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134100,KEFARSHEMARYAHU,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134100,KEFARSHEMARYAHU,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134265,RAANANA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134265,RAANANA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134265,RAANANA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134265,RAANANA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134265,RAANANA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134265,RAANANA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134731,ADANIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134731,ADANIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134731,ADANIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134731,ADANIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134731,ADANIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134731,ADANIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134804,HORESHIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134804,HORESHIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134804,HORESHIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134804,HORESHIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134804,HORESHIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134804,HORESHIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134830,SHAARETIQWA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134830,SHAARETIQWA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134830,SHAARETIQWA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134830,SHAARETIQWA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134830,SHAARETIQWA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134830,SHAARETIQWA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134840,HAKFARHAYAROK ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134840,HAKFARHAYAROK ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134840,HAKFARHAYAROK ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134840,HAKFARHAYAROK ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134840,HAKFARHAYAROK ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134840,HAKFARHAYAROK ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
134850,QIRYATSHAUL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
134850,QIRYATSHAUL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
134850,QIRYATSHAUL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
134850,QIRYATSHAUL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
134850,QIRYATSHAUL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
134850,QIRYATSHAUL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
135010,YARQONGANLEUMI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
135010,YARQONGANLEUMI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
135010,YARQONGANLEUMI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
135010,YARQONGANLEUMI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
135010,YARQONGANLEUMI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
135010,YARQONGANLEUMI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
135160,ROSHHA AYIN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
135160,ROSHHA AYIN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
135160,ROSHHA AYIN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
135160,ROSHHA AYIN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
135160,ROSHHA AYIN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
135160,ROSHHA AYIN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
135496,ENAT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
135496,ENAT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
135496,ENAT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
135496,ENAT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
135496,ENAT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
135496,ENAT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
135949,NEHALIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
135949,NEHALIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
135949,NEHALIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
135949,NEHALIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
135949,NEHALIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
135949,NEHALIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
136051,NAHSHONIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
136051,NAHSHONIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
136051,NAHSHONIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
136051,NAHSHONIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
136051,NAHSHONIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
136051,NAHSHONIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
136072,MAAS,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
136072,MAAS,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
136072,MAAS,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
136072,MAAS,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
136072,MAAS,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
136072,MAAS,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
136320,TELAVIVCOAST,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
136320,TELAVIVCOAST,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
136320,TELAVIVCOAST,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
136320,TELAVIVCOAST,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
136320,TELAVIVCOAST,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
136320,TELAVIVCOAST,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
136500,HAWATSHALEM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
136500,HAWATSHALEM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
136500,HAWATSHALEM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
136500,HAWATSHALEM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
136500,HAWATSHALEM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
136500,HAWATSHALEM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
136580,BEEROTYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
136580,BEEROTYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
136580,BEEROTYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
136580,BEEROTYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
136580,BEEROTYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
136580,BEEROTYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
136650,MIQWEYISRAEL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
136650,MIQWEYISRAEL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
136650,MIQWEYISRAEL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
136650,MIQWEYISRAEL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
136650,MIQWEYISRAEL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
136650,MIQWEYISRAEL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
136739,BETDAGAN ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
136739,BETDAGAN ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
136739,BETDAGAN ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
136739,BETDAGAN ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
136739,BETDAGAN ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
136739,BETDAGAN ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137015,RISHONLEZION,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137015,RISHONLEZION,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137015,RISHONLEZION,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137015,RISHONLEZION,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137015,RISHONLEZION,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137015,RISHONLEZION,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137041,SHAFDAN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137041,SHAFDAN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137041,SHAFDAN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137041,SHAFDAN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137041,SHAFDAN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137041,SHAFDAN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137150,ZERIFIN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137150,ZERIFIN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137150,ZERIFIN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137150,ZERIFIN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137150,ZERIFIN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137150,ZERIFIN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137260,NIRZEVI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137260,NIRZEVI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137260,NIRZEVI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137260,NIRZEVI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137260,NIRZEVI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137260,NIRZEVI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137299,NETAIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137299,NETAIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137299,NETAIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137299,NETAIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137299,NETAIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137299,NETAIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137350,PALMAHIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137350,PALMAHIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137350,PALMAHIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137350,PALMAHIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137350,PALMAHIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137350,PALMAHIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137430,RAMLA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137430,RAMLA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137430,RAMLA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137430,RAMLA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137430,RAMLA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137430,RAMLA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137502,NESZIYYONA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137502,NESZIYYONA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137502,NESZIYYONA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137502,NESZIYYONA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137502,NESZIYYONA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137502,NESZIYYONA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137549,NEZERSERENI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137549,NEZERSERENI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137549,NEZERSERENI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137549,NEZERSERENI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137549,NEZERSERENI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137549,NEZERSERENI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
137900,YAVNE ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
137900,YAVNE ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
137900,YAVNE ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
137900,YAVNE ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
137900,YAVNE ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
137900,YAVNE ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
138250,GANSHELOMO,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
138250,GANSHELOMO,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
138250,GANSHELOMO,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
138250,GANSHELOMO,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
138250,GANSHELOMO,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
138250,GANSHELOMO,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
138272,HAVAZZELET,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
138272,HAVAZZELET,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
138272,HAVAZZELET,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
138272,HAVAZZELET,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
138272,HAVAZZELET,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
138272,HAVAZZELET,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
138280,KEFARBILU,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
138280,KEFARBILU,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
138280,KEFARBILU,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
